lsgi_code_ward_number,sec_kerala_code,lsgi_name,ward_number,ward_name,elected_representative,district,lsgi_type,winning_party,winning_front,votes,year
G04030_3,G04030,Thakazhy,3,Chirayakam,Maniyamma,Alappuzha,Grama Panchayat,BJP,NDA,352,2025
G04030_4,G04030,Thakazhy,4,Thennadi,K. Gopala Krishnan,Alappuzha,Grama Panchayat,CPI(M),LDF,348,2025
G04030_5,G04030,Thakazhy,5,Vezhapram,S. Sreejith,Alappuzha,Grama Panchayat,INC,UDF,334,2025
G04030_6,G04030,Thakazhy,6,Thakazhy,Sangeetha Manoj,Alappuzha,Grama Panchayat,CPI(M),LDF,260,2025
G04030_7,G04030,Thakazhy,7,Kelamangalam,Supin Paruthipparambil,Alappuzha,Grama Panchayat,BJP,NDA,315,2025
G04030_8,G04030,Thakazhy,8,Chekkidikkadu,Smitha .S .S,Alappuzha,Grama Panchayat,CPI(M),LDF,213,2025
G04030_9,G04030,Thakazhy,9,Chekkidikkadu East,Merlin Joji,Alappuzha,Grama Panchayat,INC,UDF,339,2025
G04030_10,G04030,Thakazhy,10,Kunnumma South,Asha,Alappuzha,Grama Panchayat,INC,UDF,367,2025
G04030_11,G04030,Thakazhy,11,Kunnumma,Geethanjali,Alappuzha,Grama Panchayat,INC,UDF,299,2025
G04030_12,G04030,Thakazhy,12,Kunnumma North,Nihas M.N,Alappuzha,Grama Panchayat,CPI(M),LDF,390,2025
G04030_13,G04030,Thakazhy,13,Railway Station,Meera Gireesh,Alappuzha,Grama Panchayat,BJP,NDA,320,2025
G04030_14,G04030,Thakazhy,14,Thakazhy North,Sethu Bipin,Alappuzha,Grama Panchayat,BJP,NDA,342,2025
G04030_15,G04030,Thakazhy,15,Kalathilpalam,Asha Omanakkuttan,Alappuzha,Grama Panchayat,INC,UDF,251,2025
G04031_1,G04031,Thalavady,1,Kalangara,Sujimol,Alappuzha,Grama Panchayat,CPI(M),LDF,389,2025
G04031_2,G04031,Thalavady,2,Karikuzhy,Mathew,Alappuzha,Grama Panchayat,KC(Jacob),UDF,407,2025
G04031_3,G04031,Thalavady,3,Thiruvirukkary,Saritha Prateep,Alappuzha,Grama Panchayat,KC,UDF,326,2025
G04031_4,G04031,Thalavady,4,Naduvilemuri,Prakash  Panaveli,Alappuzha,Grama Panchayat,KC,UDF,344,2025
G04031_5,G04031,Thalavady,5,Vellakkinar,Binu Suresh,Alappuzha,Grama Panchayat,BJP,NDA,360,2025
G04031_6,G04031,Thalavady,6,Narakathramutt,M.G. Kochu Mon,Alappuzha,Grama Panchayat,CPI(M),LDF,255,2025
G04031_7,G04031,Thalavady,7,Neerettupuram,Gokul Gopalakrishnan,Alappuzha,Grama Panchayat,BJP,NDA,309,2025
G04031_8,G04031,Thalavady,8,Manathara,B. Rameskumar,Alappuzha,Grama Panchayat,CPI(M),LDF,397,2025
G04031_9,G04031,Thalavady,9,Chakkulam,Manidas Vasu,Alappuzha,Grama Panchayat,JKC,LDF,300,2025
G04031_10,G04031,Thalavady,10,Manalel,Anju Santhosh,Alappuzha,Grama Panchayat,CPI(M),LDF,287,2025
G04031_11,G04031,Thalavady,11,Thalavady,Ajith Kumar Pisharath,Alappuzha,Grama Panchayat,BJP,NDA,365,2025
G04031_12,G04031,Thalavady,12,Choottumali,Saran Govind,Alappuzha,Grama Panchayat,CPI,LDF,386,2025
G04031_13,G04031,Thalavady,13,Kodambanadi,Reethamma (Reji),Alappuzha,Grama Panchayat,INC,UDF,178,2025
G04031_14,G04031,Thalavady,14,Kunthirickal,Ritty Cheriyan,Alappuzha,Grama Panchayat,INC,UDF,321,2025
G04031_15,G04031,Thalavady,15,Kochammanam,Sindhu V.R.,Alappuzha,Grama Panchayat,INC,UDF,378,2025
G04031_16,G04031,Thalavady,16,Anaprambal,Molamma,Alappuzha,Grama Panchayat,INC,UDF,467,2025
G04017_1,G04017,Thanneermukkam,1,Chenganda,Jayesh P,Alappuzha,Grama Panchayat,CPI(M),LDF,676,2025
G04017_2,G04017,Thanneermukkam,2,S B Puram,Bindhu Mol(Indulekha),Alappuzha,Grama Panchayat,BJP,NDA,591,2025
G04017_3,G04017,Thanneermukkam,3,Velliyakulam,Elizabeth Joseph,Alappuzha,Grama Panchayat,INC,UDF,561,2025
G04017_4,G04017,Thanneermukkam,4,Kattachira North,A K Prasannan,Alappuzha,Grama Panchayat,CPI(M),LDF,652,2025
G04017_5,G04017,Thanneermukkam,5,Kattachira South,Vrinda Sunil,Alappuzha,Grama Panchayat,CPI,LDF,386,2025
G04017_6,G04017,Thanneermukkam,6,Thaneermukkom,Bindhu Sadanandan,Alappuzha,Grama Panchayat,INC,UDF,501,2025
G04017_7,G04017,Thanneermukkam,7,Devaswamkari,Padmini,Alappuzha,Grama Panchayat,INC,UDF,368,2025
G04017_8,G04017,Thanneermukkam,8,Veliambra,Girija Anirudhan,Alappuzha,Grama Panchayat,INC,UDF,514,2025
G04017_9,G04017,Thanneermukkam,9,Elanjamkulangara,Reshma Renith,Alappuzha,Grama Panchayat,CPI(M),LDF,610,2025
G04017_10,G04017,Thanneermukkam,10,Kannankara,K R Yamuna,Alappuzha,Grama Panchayat,CPI,LDF,573,2025
G04017_11,G04017,Thanneermukkam,11,Puthanangadi,T N Pradeep,Alappuzha,Grama Panchayat,CPI,LDF,490,2025
G04017_12,G04017,Thanneermukkam,12,Varanam,Adv.S.Sumesh,Alappuzha,Grama Panchayat,CPI(M),LDF,570,2025
G04017_13,G04017,Thanneermukkam,13,Panchayath School,Remya Aneesh,Alappuzha,Grama Panchayat,CPI(M),LDF,436,2025
G04017_14,G04017,Thanneermukkam,14,Karikkad,Nishamol  J,Alappuzha,Grama Panchayat,CPI(M),LDF,612,2025
G04017_15,G04017,Thanneermukkam,15,Njettayil,Joseph A J (Jobin),Alappuzha,Grama Panchayat,INC,UDF,681,2025
G04017_16,G04017,Thanneermukkam,16,Muttathiparambu,Shajimon K B,Alappuzha,Grama Panchayat,BJP,NDA,485,2025
G04017_17,G04017,Thanneermukkam,17,Sreekandamangalam,Pradeep Kumar (Kannan),Alappuzha,Grama Panchayat,CPI(M),LDF,602,2025
G04017_18,G04017,Thanneermukkam,18,Tagore,Ajimol (Salini),Alappuzha,Grama Panchayat,CPI(M),LDF,557,2025
G04017_19,G04017,Thanneermukkam,19,Pathinonnam Mile,Meenumol U,Alappuzha,Grama Panchayat,INC,UDF,418,2025
G04017_20,G04017,Thanneermukkam,20,Maruthorvattom,Liji,Alappuzha,Grama Panchayat,CPI(M),LDF,475,2025
G04017_21,G04017,Thanneermukkam,21,Manaveli,V Sreekanth,Alappuzha,Grama Panchayat,CPI(M),LDF,702,2025
G04017_22,G04017,Thanneermukkam,22,Engineering College,C V Joseph,Alappuzha,Grama Panchayat,CPI(M),LDF,554,2025
G04017_23,G04017,Thanneermukkam,23,Lisyu Nagar,Praveen G Panicker,Alappuzha,Grama Panchayat,CPI(M),LDF,478,2025
G04017_24,G04017,Thanneermukkam,24,Varanad,Aneesh Shaji,Alappuzha,Grama Panchayat,BDJS,NDA,437,2025
G04058_1,G04058,Thazhakkara,1,Vazhuvadi A,Mariamma Thomas,Alappuzha,Grama Panchayat,KC(M),LDF,349,2025
G04058_2,G04058,Thazhakkara,2,Vazhuvadi B,T K  Mathai,Alappuzha,Grama Panchayat,INC,UDF,514,2025
G04058_3,G04058,Thazhakkara,3,Kunnam West,Ajimon,Alappuzha,Grama Panchayat,CPI(M),LDF,615,2025
G04058_4,G04058,Thazhakkara,4,Thazhakkara,Ambika,Alappuzha,Grama Panchayat,CPI(M),LDF,502,2025
G04058_5,G04058,Thazhakkara,5,Kunnam,Usha,Alappuzha,Grama Panchayat,CPI(M),LDF,381,2025
G04058_6,G04058,Thazhakkara,6,Kochalummoodu,Manu Philip,Alappuzha,Grama Panchayat,INC,UDF,437,2025
G04058_7,G04058,Thazhakkara,7,Kallimel,Ambily,Alappuzha,Grama Panchayat,INC,UDF,375,2025
G04058_8,G04058,Thazhakkara,8,Mankamkuzhy,Sheela,Alappuzha,Grama Panchayat,CPI(M),LDF,397,2025
G04058_9,G04058,Thazhakkara,9,Vettiyar North,Satheesh Kumar K,Alappuzha,Grama Panchayat,BJP,NDA,658,2025
G04058_10,G04058,Thazhakkara,10,Vettiyar,Nisha B,Alappuzha,Grama Panchayat,INC,UDF,468,2025
G04058_11,G04058,Thazhakkara,11,Kottemala,Jitty Mariam Joseph,Alappuzha,Grama Panchayat,CPI(M),LDF,455,2025
G04058_12,G04058,Thazhakkara,12,Vettiyar H S,Remya R Krishnan,Alappuzha,Grama Panchayat,IND,OTH,590,2025
G04058_13,G04058,Thazhakkara,13,Thannikunnu,Asharaf,Alappuzha,Grama Panchayat,CPI(M),LDF,494,2025
G04058_14,G04058,Thazhakkara,14,Parakulangara,Sasikumar,Alappuzha,Grama Panchayat,CPI(M),LDF,451,2025
G04058_15,G04058,Thazhakkara,15,Panchayat Office Ward,Anisha,Alappuzha,Grama Panchayat,CPI,LDF,431,2025
G04058_16,G04058,Thazhakkara,16,Murivayikkara,Latha,Alappuzha,Grama Panchayat,CPI,LDF,370,2025
G04058_17,G04058,Thazhakkara,17,Arunoottimangalam,Vishnu,Alappuzha,Grama Panchayat,CPI(M),LDF,588,2025
G04058_18,G04058,Thazhakkara,18,Seed Farm,Sindhu K,Alappuzha,Grama Panchayat,BJP,NDA,374,2025
G04058_19,G04058,Thazhakkara,19,Phc Ward,Remesh,Alappuzha,Grama Panchayat,INC,UDF,418,2025
G04058_20,G04058,Thazhakkara,20,Eravankara,Sasilekha P S,Alappuzha,Grama Panchayat,IND,OTH,312,2025
G04058_21,G04058,Thazhakkara,21,Aakkanattukara,Binu,Alappuzha,Grama Panchayat,BJP,NDA,384,2025
G04058_22,G04058,Thazhakkara,22,Kallumala,Byju George,Alappuzha,Grama Panchayat,BJP,NDA,369,2025
G04044_1,G04044,Thiruvanvandoor,1,Eramallikara,Radhakrishnan Nayar,Alappuzha,Grama Panchayat,IND,OTH,407,2025
G04044_2,G04044,Thiruvanvandoor,2,Thiruvanvandoor,Saju Idakkallil,Alappuzha,Grama Panchayat,BJP,NDA,532,2025
G04044_3,G04044,Thiruvanvandoor,3,Nannad,Joby  Jose,Alappuzha,Grama Panchayat,CPI(M),LDF,321,2025
G04044_4,G04044,Thiruvanvandoor,4,Thiruvanvandoor East,Smitha Rajesh,Alappuzha,Grama Panchayat,BJP,NDA,380,2025
G04044_5,G04044,Thiruvanvandoor,5,Panchayatoffice Ward,Usha Kumari,Alappuzha,Grama Panchayat,BJP,NDA,339,2025
G04044_6,G04044,Thiruvanvandoor,6,Pravinkoodu,Sherly Sibichan,Alappuzha,Grama Panchayat,KC(M),LDF,294,2025
G04044_7,G04044,Thiruvanvandoor,7,Mazhukeer,Retnamma Thekkedathu,Alappuzha,Grama Panchayat,IND,OTH,227,2025
G04044_8,G04044,Thiruvanvandoor,8,Mazhukeermel,Anu Anand,Alappuzha,Grama Panchayat,BJP,NDA,251,2025
G04044_9,G04044,Thiruvanvandoor,9,Kallissery,Tony  Kuthiravattam,Alappuzha,Grama Panchayat,KC,UDF,399,2025
G04044_10,G04044,Thiruvanvandoor,10,Mazhukkeer West,Silbimol K A,Alappuzha,Grama Panchayat,KC,UDF,264,2025
G04044_11,G04044,Thiruvanvandoor,11,Umayattukaramel,Ambily  Sajeev Valliyil,Alappuzha,Grama Panchayat,INC,UDF,502,2025
G04044_12,G04044,Thiruvanvandoor,12,Umayattukara,Shyni  Thomas,Alappuzha,Grama Panchayat,KC,UDF,282,2025
G04044_13,G04044,Thiruvanvandoor,13,Koladathussery,Linu M K (Kukku),Alappuzha,Grama Panchayat,BJP,NDA,414,2025
G04044_14,G04044,Thiruvanvandoor,14,Vanavathukara,K.K.S.Kurup,Alappuzha,Grama Panchayat,IND,OTH,317,2025
G04048_1,G04048,Thrikkunnappuzha,1,Pallana North,Kajoli,Alappuzha,Grama Panchayat,INC,UDF,397,2025
G04048_2,G04048,Thrikkunnappuzha,2,Lekshmithopp,Maya,Alappuzha,Grama Panchayat,CPI(M),LDF,302,2025
G04048_3,G04048,Thrikkunnappuzha,3,Edappallithopp,Omanakuttan,Alappuzha,Grama Panchayat,CPI(M),LDF,504,2025
G04048_4,G04048,Thrikkunnappuzha,4,Kakkamadakkal,Sanu,Alappuzha,Grama Panchayat,BJP,NDA,382,2025
G04048_5,G04048,Thrikkunnappuzha,5,Valiyaparampu,Binu,Alappuzha,Grama Panchayat,CPI(M),LDF,399,2025
G04048_6,G04048,Thrikkunnappuzha,6,S N Nagar,Sudha,Alappuzha,Grama Panchayat,CPI(M),LDF,462,2025
G04048_7,G04048,Thrikkunnappuzha,7,Pathiyankara South,Sindhu Sasi,Alappuzha,Grama Panchayat,INC,UDF,406,2025
G04048_8,G04048,Thrikkunnappuzha,8,Pathiyankara North,Navas,Alappuzha,Grama Panchayat,IUML,UDF,412,2025
G04048_9,G04048,Thrikkunnappuzha,9,Kottemuri,Babu M,Alappuzha,Grama Panchayat,CPI(M),LDF,490,2025
G04048_10,G04048,Thrikkunnappuzha,10,Mathukkal,Sudhilal,Alappuzha,Grama Panchayat,INC,UDF,540,2025
G04048_11,G04048,Thrikkunnappuzha,11,Pallippattumuri South,Bindu Shibu,Alappuzha,Grama Panchayat,INC,UDF,548,2025
G04048_12,G04048,Thrikkunnappuzha,12,Pallippattumuri North,Shabna Anas,Alappuzha,Grama Panchayat,IUML,UDF,497,2025
G04048_13,G04048,Thrikkunnappuzha,13,Panoor South,Aneesha Mol,Alappuzha,Grama Panchayat,INC,UDF,398,2025
G04048_14,G04048,Thrikkunnappuzha,14,Panoor Central,Shajila,Alappuzha,Grama Panchayat,CPI(M),LDF,643,2025
G04048_15,G04048,Thrikkunnappuzha,15,Panoor North,Sageenamol Musthafa,Alappuzha,Grama Panchayat,IUML,UDF,635,2025
G04048_16,G04048,Thrikkunnappuzha,16,Kuttikkad,A. Shajahan,Alappuzha,Grama Panchayat,IND,OTH,635,2025
G04048_17,G04048,Thrikkunnappuzha,17,Pallana South,Akhila Rajesh,Alappuzha,Grama Panchayat,CPI,LDF,331,2025
G04048_18,G04048,Thrikkunnappuzha,18,Pallana Central,Archana Dileep,Alappuzha,Grama Panchayat,IND,OTH,409,2025
G04010_1,G04010,Thuravoor,1,Pallithodu,Valsala Prakasan,Alappuzha,Grama Panchayat,INC,UDF,651,2025
G04010_2,G04010,Thuravoor,2,Alunkal,Sabitha G. Maheshkumar,Alappuzha,Grama Panchayat,INC,UDF,490,2025
G04010_3,G04010,Thuravoor,3,Kalarickal,Renny Antappan,Alappuzha,Grama Panchayat,INC,UDF,344,2025
G04010_4,G04010,Thuravoor,4,Thuravoor Town,Abhilash,Alappuzha,Grama Panchayat,BJP,NDA,420,2025
G04010_5,G04010,Thuravoor,5,Panchayath Office,Satheesan Sreevalsam,Alappuzha,Grama Panchayat,CPI(M),LDF,461,2025
G04010_6,G04010,Thuravoor,6,S C S  High School,Rajithkumar,Alappuzha,Grama Panchayat,CPI(M),LDF,349,2025
G04010_7,G04010,Thuravoor,7,Alumvaramb,Rathi  Devi (Rathi Sivadas),Alappuzha,Grama Panchayat,INC,UDF,425,2025
G04010_8,G04010,Thuravoor,8,Valamangalam North,Athira Unnikrishnan,Alappuzha,Grama Panchayat,INC,UDF,330,2025
G04010_9,G04010,Thuravoor,9,Kadathuruthu,A. U.  Aneesh,Alappuzha,Grama Panchayat,CPI(M),LDF,420,2025
G04010_10,G04010,Thuravoor,10,S H Church,Shyla Sreenivasan,Alappuzha,Grama Panchayat,CPI(M),LDF,556,2025
G04010_11,G04010,Thuravoor,11,Valamangalam South,Jayasudha,Alappuzha,Grama Panchayat,BJP,NDA,315,2025
G04010_12,G04010,Thuravoor,12,Pazhampallikkavu,Shaji,Alappuzha,Grama Panchayat,BJP,NDA,466,2025
G04010_13,G04010,Thuravoor,13,Poonilath,Sudharmmini,Alappuzha,Grama Panchayat,CPI(M),LDF,491,2025
G04010_14,G04010,Thuravoor,14,Milma Factory,Shaji S. Valichira,Alappuzha,Grama Panchayat,INC,UDF,404,2025
G04010_15,G04010,Thuravoor,15,Puthencavu,Sajithra Nishad,Alappuzha,Grama Panchayat,CPI(M),LDF,417,2025
G04010_16,G04010,Thuravoor,16,Manakkodam,Shymol,Alappuzha,Grama Panchayat,CPI,LDF,462,2025
G04010_17,G04010,Thuravoor,17,Illikkal,Sajith S. D. (Sanu),Alappuzha,Grama Panchayat,CPI,LDF,465,2025
G04010_18,G04010,Thuravoor,18,Padinjare Manakkodam,Viji Maniyappan,Alappuzha,Grama Panchayat,CPI(M),LDF,429,2025
G04010_19,G04010,Thuravoor,19,Annapuram,Mary ( Seemol Josey ),Alappuzha,Grama Panchayat,CPI(M),LDF,583,2025
G04005_1,G04005,Thycattussery,1,Ulavaype,Varsha Chithran,Alappuzha,Grama Panchayat,CPI(M),LDF,380,2025
G04005_2,G04005,Thycattussery,2,Chudukattupuram,Jibeesh.V.Kochuchalil,Alappuzha,Grama Panchayat,BJP,NDA,258,2025
G04005_3,G04005,Thycattussery,3,Thevarvattam,Vijayakumari.K.R (Rema),Alappuzha,Grama Panchayat,INC,UDF,351,2025
G04005_4,G04005,Thycattussery,4,Poochakkal,M.Mahesh,Alappuzha,Grama Panchayat,INC,UDF,334,2025
G04005_5,G04005,Thycattussery,5,Ponpuram,Sindhu Ravisan,Alappuzha,Grama Panchayat,CPI(M),LDF,344,2025
G04005_6,G04005,Thycattussery,6,Nagari,K.P Jobichan,Alappuzha,Grama Panchayat,INC,UDF,420,2025
G04005_7,G04005,Thycattussery,7,Aattupuram,D Viswambharan,Alappuzha,Grama Panchayat,CPI(M),LDF,389,2025
G04005_8,G04005,Thycattussery,8,Manapuram,Rathi Narayanan,Alappuzha,Grama Panchayat,INC,UDF,499,2025
G04005_9,G04005,Thycattussery,9,Sub Station,John,Alappuzha,Grama Panchayat,INC,UDF,446,2025
G04005_10,G04005,Thycattussery,10,Cheerath Kaad,Sreedevi Suresh Kumar,Alappuzha,Grama Panchayat,CPI(M),LDF,363,2025
G04005_11,G04005,Thycattussery,11,Paniyaath,Saji Kumar,Alappuzha,Grama Panchayat,CPI(M),LDF,297,2025
G04005_12,G04005,Thycattussery,12,Shrambikkal,Benni Job,Alappuzha,Grama Panchayat,BJP,NDA,322,2025
G04005_13,G04005,Thycattussery,13,Thykkattusery,Kavitha Sajeevan,Alappuzha,Grama Panchayat,CPI,LDF,360,2025
G04005_14,G04005,Thycattussery,14,Maniyathrikkal,Nisha Appachan,Alappuzha,Grama Panchayat,CPI(M),LDF,503,2025
G04005_15,G04005,Thycattussery,15,Panchayath Office,Sasikala (Kala),Alappuzha,Grama Panchayat,INC,UDF,279,2025
G04005_16,G04005,Thycattussery,16,Chc Sub Centre,Sabitha Bineesh,Alappuzha,Grama Panchayat,BJP,NDA,464,2025
G04065_1,G04065,Vallikunnam,1,Choonad,K.Mansoor,Alappuzha,Grama Panchayat,CPI(M),LDF,534,2025
G04065_2,G04065,Vallikunnam,2,Elippakulam,Thrideep Kumar,Alappuzha,Grama Panchayat,BJP,NDA,425,2025
G04065_3,G04065,Vallikunnam,3,Vallikunnam,Anusree,Alappuzha,Grama Panchayat,CPI(M),LDF,576,2025
G04065_4,G04065,Vallikunnam,4,Puthanchantha,Vimalan.V,Alappuzha,Grama Panchayat,BJP,NDA,525,2025
G04065_5,G04065,Vallikunnam,5,Padayanivattam,Sudha Devi,Alappuzha,Grama Panchayat,BJP,NDA,361,2025
G04065_6,G04065,Vallikunnam,6,Pariyarath Kulangara,Anitha.C,Alappuzha,Grama Panchayat,INC,UDF,745,2025
G04065_7,G04065,Vallikunnam,7,Malamel Chantha,Chandrasekhara Pillai,Alappuzha,Grama Panchayat,INC,UDF,523,2025
G04065_8,G04065,Vallikunnam,8,Kaduvinal,Sreeni,Alappuzha,Grama Panchayat,CPI(M),LDF,533,2025
G04065_9,G04065,Vallikunnam,9,Thaliradi,Prakash.P,Alappuzha,Grama Panchayat,INC,UDF,472,2025
G04065_10,G04065,Vallikunnam,10,Kanjirathumoodu,Ranisathyan,Alappuzha,Grama Panchayat,BJP,NDA,383,2025
G04065_11,G04065,Vallikunnam,11,Kondodimukal,Geetha Madhu,Alappuzha,Grama Panchayat,CPI,LDF,410,2025
G04065_12,G04065,Vallikunnam,12,Meenath,Sheena Sivan,Alappuzha,Grama Panchayat,INC,UDF,470,2025
G04065_13,G04065,Vallikunnam,13,Kambisseri,Adv.Hareesh Kattoor,Alappuzha,Grama Panchayat,BJP,NDA,416,2025
G04065_14,G04065,Vallikunnam,14,Kaduvinkal,Sherin Muhammed,Alappuzha,Grama Panchayat,SDPI,OTH,304,2025
G04065_15,G04065,Vallikunnam,15,Thekkemuri,Abdul Javadhu S,Alappuzha,Grama Panchayat,INC,UDF,499,2025
G04065_16,G04065,Vallikunnam,16,Kannimel,Suhair Vallikunnam,Alappuzha,Grama Panchayat,INC,UDF,455,2025
G04065_17,G04065,Vallikunnam,17,Valachal,N.Mohan Kumar,Alappuzha,Grama Panchayat,CPI(M),LDF,509,2025
G04065_18,G04065,Vallikunnam,18,Karazhma,Usha Chandran,Alappuzha,Grama Panchayat,CPI(M),LDF,454,2025
G04065_19,G04065,Vallikunnam,19,Manackadu,Subi Saji,Alappuzha,Grama Panchayat,CPI(M),LDF,306,2025
G04065_20,G04065,Vallikunnam,20,Vattackadu,Soniya,Alappuzha,Grama Panchayat,INC,UDF,347,2025
G04012_1,G04012,Vayalar,1,Kavil,Rathi,Alappuzha,Grama Panchayat,CPI,LDF,528,2025
G04012_2,G04012,Vayalar,2,Ettupurakkal,Kunjumol,Alappuzha,Grama Panchayat,INC,UDF,528,2025
G04012_3,G04012,Vayalar,3,Ramavarmma High Schoo,Akhil Krishna,Alappuzha,Grama Panchayat,CPI(M),LDF,618,2025
G04012_4,G04012,Vayalar,4,Nagamkulangara,Rincy Sebastian,Alappuzha,Grama Panchayat,INC,UDF,582,2025
G04012_5,G04012,Vayalar,5,P H C,Anandhu M,Alappuzha,Grama Panchayat,CPI,LDF,543,2025
G04012_6,G04012,Vayalar,6,Keraladithyapuram,Anil Kumar,Alappuzha,Grama Panchayat,INC,UDF,446,2025
G04012_7,G04012,Vayalar,7,Ramavarmma,Remya Raveendran K,Alappuzha,Grama Panchayat,CPI(M),LDF,539,2025
G04012_8,G04012,Vayalar,8,Mandapam,Nireeja,Alappuzha,Grama Panchayat,CPI(M),LDF,549,2025
G04012_9,G04012,Vayalar,9,Saktheeshwaram,Rajitha,Alappuzha,Grama Panchayat,KC(M),LDF,375,2025
G04012_10,G04012,Vayalar,10,Kalavamkodam,Sasidharan,Alappuzha,Grama Panchayat,CPI(M),LDF,788,2025
G04012_11,G04012,Vayalar,11,Karappuram,Sreeja,Alappuzha,Grama Panchayat,CPI(M),LDF,381,2025
G04012_12,G04012,Vayalar,12,Uzhuva,Maya,Alappuzha,Grama Panchayat,CPI,LDF,580,2025
G04012_13,G04012,Vayalar,13,Kollappalli,Leena,Alappuzha,Grama Panchayat,CPI(M),LDF,471,2025
G04012_14,G04012,Vayalar,14,Neelimangalam,Sayanora K S,Alappuzha,Grama Panchayat,CPI,LDF,366,2025
G04012_15,G04012,Vayalar,15,A K G Grandhasala,Ajesh Krishnan,Alappuzha,Grama Panchayat,CPI(M),LDF,426,2025
G04012_16,G04012,Vayalar,16,Chathanchira,Bindhu,Alappuzha,Grama Panchayat,CPI,LDF,473,2025
G04012_17,G04012,Vayalar,17,Olathala,Gopinathan,Alappuzha,Grama Panchayat,CPI(M),LDF,592,2025
G04054_1,G04054,Veeyapuram,1,Veeyapuram West,Raseena Parechirayil,Alappuzha,Grama Panchayat,INC,UDF,188,2025
G04054_2,G04054,Veeyapuram,2,Veeyapuram East,Nabeesath. V. S,Alappuzha,Grama Panchayat,CPI,LDF,218,2025
G04054_3,G04054,Veeyapuram,3,Thuruthel Bhagam,Benni Varghese,Alappuzha,Grama Panchayat,CPI(M),LDF,202,2025
G04054_4,G04054,Veeyapuram,4,Melpadom North,P Omana,Alappuzha,Grama Panchayat,CPI(M),LDF,245,2025
G04054_5,G04054,Veeyapuram,5,Melpadom South,Soby Varkey,Alappuzha,Grama Panchayat,INC,UDF,263,2025
G04054_6,G04054,Veeyapuram,6,Vellamkulangara,Linu Thomas,Alappuzha,Grama Panchayat,IND,OTH,295,2025
G04054_7,G04054,Veeyapuram,7,Karichal North,Varghese. M. M,Alappuzha,Grama Panchayat,INC,UDF,212,2025
G04054_8,G04054,Veeyapuram,8,Karichal South,Prasad Kumar. N,Alappuzha,Grama Panchayat,CPI(M),LDF,313,2025
G04054_9,G04054,Veeyapuram,9,Kalayamkulangara,Gireesh R,Alappuzha,Grama Panchayat,BJP,NDA,349,2025
G04054_10,G04054,Veeyapuram,10,Thrivikramapuram,Mohanakumar,Alappuzha,Grama Panchayat,INC,UDF,260,2025
G04054_11,G04054,Veeyapuram,11,Payipad East,Nishajoji,Alappuzha,Grama Panchayat,INC,UDF,378,2025
G04054_12,G04054,Veeyapuram,12,Payipad West,Sreedharan,Alappuzha,Grama Panchayat,INC,UDF,204,2025
G04054_13,G04054,Veeyapuram,13,Murinjapuzha West,Jagesh,Alappuzha,Grama Panchayat,BJP,NDA,188,2025
G04054_14,G04054,Veeyapuram,14,Murinjapuzha East,Mini Prabhakaran,Alappuzha,Grama Panchayat,BJP,NDA,181,2025
G04038_1,G04038,Veliyanad,1,Vellizrakkal,Jayasree Vijayappan,Alappuzha,Grama Panchayat,CPI(M),LDF,246,2025
G04038_2,G04038,Veliyanad,2,Veliyanad North,Sulaja Reni,Alappuzha,Grama Panchayat,KC(M),LDF,262,2025
G04038_3,G04038,Veliyanad,3,Mukkodi,Nirmala Kulangara,Alappuzha,Grama Panchayat,INC,UDF,219,2025
G04038_4,G04038,Veliyanad,4,Kumaramkary,Nidheesh  Balan,Alappuzha,Grama Panchayat,CPI(M),LDF,227,2025
G04038_5,G04038,Veliyanad,5,Thachedam,Pramitha Rajeev,Alappuzha,Grama Panchayat,INC,UDF,310,2025
G04038_6,G04038,Veliyanad,6,Kunnamkary,V. M . Shine,Alappuzha,Grama Panchayat,CPI(M),LDF,304,2025
G04038_7,G04038,Veliyanad,7,Kidangara,M.V.Manoj,Alappuzha,Grama Panchayat,CPI(M),LDF,263,2025
G04038_8,G04038,Veliyanad,8,Kidangara Bazar,Sajitha Subash,Alappuzha,Grama Panchayat,BJP,NDA,259,2025
G04038_9,G04038,Veliyanad,9,Kidangara Bazar South,Nishamol,Alappuzha,Grama Panchayat,CPI(M),LDF,323,2025
G04038_10,G04038,Veliyanad,10,Kidangara Junction,G.Sooraj,Alappuzha,Grama Panchayat,INC,UDF,275,2025
G04038_11,G04038,Veliyanad,11,Kurisummoodu,Binoj Kurian,Alappuzha,Grama Panchayat,CPI(M),LDF,324,2025
G04038_12,G04038,Veliyanad,12,Veliyanad South,Santhosh  Thomas,Alappuzha,Grama Panchayat,INC,UDF,322,2025
G04038_13,G04038,Veliyanad,13,Village Office,Divya Das,Alappuzha,Grama Panchayat,INC,UDF,282,2025
G04038_14,G04038,Veliyanad,14,Poochaal,James Vaniyappurakkal,Alappuzha,Grama Panchayat,JKC,LDF,334,2025
G04046_1,G04046,Venmony,1,Uliyathara,Uma  Devi  S,Alappuzha,Grama Panchayat,BJP,NDA,341,2025
G04046_2,G04046,Venmony,2,Kodukulanjikarod,Jebin P Varghese,Alappuzha,Grama Panchayat,CPI(M),LDF,425,2025
G04046_3,G04046,Venmony,3,Parachanda,Ajitha Mohan,Alappuzha,Grama Panchayat,INC,UDF,381,2025
G04046_4,G04046,Venmony,4,Changamala,Sencilal M S,Alappuzha,Grama Panchayat,IND,OTH,427,2025
